"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"Focusing on your own life and disengaging from politics can be appealing. But it is a abdication of responsibility.","https://www.nytimes.com/2024/11/25/opinion/trump-putin-exile-russia.html","Focusing on your own life and disengaging from politics can be appealing. But it is a abdication of responsibility.","Since Donald Trump’s victory, I have not been able to stop thinking about Vladimir Putin’s return to the Russian presidency in 2012 — another time in which an exhausted populace found itself unclear on what to do next.","SR","5","The New York Times","2024-11-25T06:00:08+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/69b77350-c3bd-5e7d-ae01-ed8438994b9c",1702,"nyt://article/69b77350-c3bd-5e7d-ae01-ed8438994b9c","Don’t Let Donald Trump Drive You Into Internal Exile","Guest Essay",NA,"Don’t Let Trump Drive You Into Internal Exile",NA,NA,NA,"By Miriam Elder",NA
"New York City’s migrant shelter population has been steadily falling, but President-elect Donald Trump’s immigration stance will bring new challenges.","https://www.nytimes.com/2024/11/25/nyregion/migrants-shelters-trump-nyc.html","New York City’s migrant shelter population has been steadily falling, but President-elect Donald Trump’s immigration stance will bring new challenges.","After a two-year influx of asylum seekers, New York City leaders are cautiously optimistic that the migrant crisis has begun to subside.","A","1","The New York Times","2024-11-25T08:00:08+0000","article","Metro","New York",NA,"News","nyt://article/352bb01e-75b2-51fb-92ad-135be48db8d0",1513,"nyt://article/352bb01e-75b2-51fb-92ad-135be48db8d0","As New York’s Migrant Crisis Eases, Trump’s Deportation Threat Looms",NA,NA,"A New Worry For Migrants  In New York",NA,NA,NA,"By Luis Ferré-Sadurní",NA
"They said they believed that Donald J. Trump’s attacks on undocumented immigrants were directed at recent asylum seekers rather than their own community members.","https://www.nytimes.com/2024/11/25/us/latino-immigrants-trump-fresno-california.html","They said they believed that Donald J. Trump’s attacks on undocumented immigrants were directed at recent asylum seekers rather than their own community members.","When José Pérez Gómez came from Mexico more than 25 years ago, he scraped together money by selling handmade furniture on the streets of Fresno, Calif. Eventually, he turned that hustle into a full-fledged brick-and-mortar business, which allowed him to raise a family and send two daughters to college.","A","12","The New York Times","2024-11-25T10:02:28+0000","article","National","U.S.",NA,"News","nyt://article/771182f1-9a3d-5f43-874f-606e795b9524",1545,"nyt://article/771182f1-9a3d-5f43-874f-606e795b9524","In California’s Heartland, Some Latino Immigrants Back Trump’s Border Stance",NA,NA,"In Heartland Of California, Latinos Back Trump Border",NA,NA,NA,"By Orlando Mayorquín and Christina Morales",NA
"Large negative movements in the finances of the young and the working class are going to make his second term much tougher sledding than his first.","https://www.nytimes.com/2024/11/25/opinion/donald-trump-economy-millennial-genx-working-class.html","Large negative movements in the finances of the young and the working class are going to make his second term much tougher sledding than his first.","Donald Trump got lucky in his first term. When he arrived, inflation was low, unemployment was falling, and growth was steady. He applied a bit of juice via his large regressive tax cut, and the economy accelerated without triggering inflation. In retrospect, his term was a bit like a speeding car that got away with it.",NA,NA,"The New York Times","2024-11-25T10:03:29+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/4dc7ae7d-c47f-5783-ac85-c462a6075aed",988,"nyt://article/4dc7ae7d-c47f-5783-ac85-c462a6075aed","Donald Trump Will Do Nothing to Bring Back Our Dying American Dream",NA,NA,"",NA,NA,NA,"By Steven Rattner",NA
"Fewer people will be able to afford electric cars and trucks if President-elect Donald J. Trump and Republicans in Congress eliminate a $7,500 federal tax credit.","https://www.nytimes.com/2024/11/25/business/trump-electric-vehicle-tax-credit.html","Fewer people will be able to afford electric cars and trucks if President-elect Donald J. Trump and Republicans in Congress eliminate a $7,500 federal tax credit.","Many car buyers have come to rely on a $7,500 federal tax credit on electric vehicles to soften the blow of their high prices. But those credits could disappear after President-elect Donald J. Trump takes office, leading to an almost immediate drop in sales of the cars and trucks.","B","1","The New York Times","2024-11-25T10:03:35+0000","article","Business","Business Day",NA,"News","nyt://article/07de307d-d4df-5e7c-855f-11f596f9c137",1365,"nyt://article/07de307d-d4df-5e7c-855f-11f596f9c137","How Trump Could Upend Electric Car Sales",NA,NA,"Trump Seen  As a Threat To E.V. Sales",NA,NA,NA,"By Lawrence Ulrich",NA
"Trump’s 2016 presidential transition signaled how he would govern. What do his preparations for a second term tell us about America’s future?","https://www.nytimes.com/2024/11/25/opinion/donald-trump-cabinet-nominations.html","Trump’s 2016 presidential transition signaled how he would govern. What do his preparations for a second term tell us about America’s future?","Patrick Healy, the deputy Opinion editor, hosted an online conversation with the Times Opinion columnists Jamelle Bouie, Ross Douthat, M. Gessen and Lydia Polgreen about Donald Trump’s preparations for a second term and what they signal about America’s future.","SR","4","The New York Times","2024-11-25T10:03:50+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/53718044-c15d-563d-91a4-ad42be7e92cf",4472,"nyt://article/53718044-c15d-563d-91a4-ad42be7e92cf","What if It Gets Really Bad? Four Columnists Debate Trump’s Approach to Power.","Jamelle Bouie, Ross Douthat, M. Gessen and Lydia Polgreen",NA,"What if Trump’s Second Term Gets Really Bad?",NA,NA,NA,"By Jamelle Bouie, Ross Douthat, M. Gessen and Lydia Polgreen",NA
"Justice Antonin Scalia, a conservative giant, said attempts to circumvent the Senate’s responsibility to vet nominees were “ignoble” and “just made up.”","https://www.nytimes.com/2024/11/25/us/trump-scalia-recess-appointments.html","Justice Antonin Scalia, a conservative giant, said attempts to circumvent the Senate’s responsibility to vet nominees were “ignoble” and “just made up.”","President-elect Donald J. Trump has singled out one former member of the Supreme Court as his judicial north star: Justice Antonin Scalia, a giant of the conservative legal movement who died in 2016.","A","13","The New York Times","2024-11-25T10:04:02+0000","article","Washington","U.S.",NA,"News","nyt://article/d38c4133-3a79-57f4-a8d3-7cb2f7bf2495",806,"nyt://article/d38c4133-3a79-57f4-a8d3-7cb2f7bf2495","Trump’s Judicial Hero Would Have Hated His Recess Appointments Plan","Sidebar",NA,"Scalia, a Trump Hero, Would Have Hated His Recess Appointments Plan",NA,NA,NA,"By Adam Liptak",NA
"Plus, payouts for finding pandemic fraud.","https://www.nytimes.com/2024/11/25/podcasts/trump-donors-student-protest.html","Plus, payouts for finding pandemic fraud.","On Today’s Episode:",NA,NA,"The New York Times","2024-11-25T11:00:13+0000","article","Podcasts","Podcasts",NA,"News","nyt://article/3c43e933-1b31-5022-9824-38be38c354c6",128,"nyt://article/3c43e933-1b31-5022-9824-38be38c354c6","The Trump Transition’s Secret Funding, and a Campus Crackdown",NA,NA,"",NA,NA,NA,"By Tracy Mumford, David E. Sanger, Christina Goldbaum, Robert Jimison, Ian Stewart and Jessica Metzger",NA
"Long-range missiles, North Korean troops and starker threats from Russia — the war has entered a more volatile phase.","https://www.nytimes.com/2024/11/25/podcasts/the-daily/ukraine-missiles-trump.html","Long-range missiles, North Korean troops and starker threats from Russia — the war has entered a more volatile phase.","President-elect Donald J. Trump has promised a radically different approach to foreign policy from that of the Biden administration. In Ukraine, he has pledged to end the war in a day.",NA,NA,"The New York Times","2024-11-25T11:00:15+0000","article","Podcasts","Podcasts","The Daily","News","nyt://article/0615c97a-1884-5d38-8a42-591c481b866d",368,"nyt://article/0615c97a-1884-5d38-8a42-591c481b866d","A Sudden Escalation in Ukraine Before Trump Takes Office",NA,NA,"",NA,NA,NA,"By Sabrina Tavernise, Anton Troianovski, Rob Szypko, Asthaa Chaturvedi, Michael Simon Johnson, Will Reid, Maria Byrne, Patricia Willens, Michael Benoist, Marion Lozano and Alyssa Moxley",NA
"Investors seemed to signal their approval for Scott Bessent as a safe choice to implement the president-elect’s economic agenda.","https://www.nytimes.com/2024/11/25/business/dealbook/markets-trump-treasury-bessent.html","Investors seemed to signal their approval for Scott Bessent as a safe choice to implement the president-elect’s economic agenda.","Stocks and bonds are rising on Monday, and the dollar is down. On the first trading day since Donald Trump chose the billionaire financier Scott Bessent as his pick for Treasury secretary, investors seem to be signaling they like the choice.",NA,NA,"The New York Times","2024-11-25T13:03:25+0000","article","Business","Business Day","DealBook","News","nyt://article/c3f223ec-eba6-5d33-97df-fdd8b904968d",1768,"nyt://article/c3f223ec-eba6-5d33-97df-fdd8b904968d","The Bessent Bounce — Markets Cheer Trump’s Treasury Pick","DealBook Newsletter",NA,"",NA,NA,NA,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced and Lauren Hirsch",NA
"Gov. Gavin Newsom said California would fill the void for residents if the Trump administration killed a $7,500 E.V. tax credit.","https://www.nytimes.com/2024/11/25/climate/newsom-trump-electric-vehicle-tax-credits.html","Gov. Gavin Newsom said California would fill the void for residents if the Trump administration killed a $7,500 E.V. tax credit.","California will step in and provide rebates to eligible residents who buy electric vehicles if President-elect Donald J. Trump ends the $7,500 federal E.V. tax credit, Gov. Gavin Newsom said on Monday.","B","4","The New York Times","2024-11-25T14:00:08+0000","article","Business","Climate",NA,"News","nyt://article/a55436cd-063b-5e21-bbc2-16de2d8f2e00",1205,"nyt://article/a55436cd-063b-5e21-bbc2-16de2d8f2e00","Newsom Challenges Trump on Electric Vehicle Tax Credits",NA,NA,"If E.V. Rebates End, Newsom Says California Will Step Up",NA,NA,NA,"By Lisa Friedman, Soumya Karlamangla and Shawn Hubler",NA
"The president-elect has named wealthy financiers for key economic positions, raising questions about how much they will follow through on promises to help the working class.","https://www.nytimes.com/2024/11/25/us/politics/trump-billionaires-economic-nominees.html","The president-elect has named wealthy financiers for key economic positions, raising questions about how much they will follow through on promises to help the working class.","When Donald J. Trump first ran for the White House in 2016, his closing campaign advertisement lamented the influence of Wall Street in Washington, flashing ominous images of big banks and the billionaire liberal philanthropist George Soros.","A","1","The New York Times","2024-11-25T15:50:43+0000","article","Washington","U.S.","Politics","News","nyt://article/d89fb567-68a6-5ba3-8b0e-3d0b61925935",1449,"nyt://article/d89fb567-68a6-5ba3-8b0e-3d0b61925935","Can Wall Street Billionaires Deliver on Trump’s Blue-Collar Promise?",NA,NA,"Fiscal Populism  To Be in Hands  Of Billionaires ",NA,NA,NA,"By Alan Rappeport and Ana Swanson",NA
"Steve Witkoff’s involvement with two sovereign wealth funds as he bought and then sold Manhattan’s Park Lane Hotel demonstrates the potential conflicts his new role will present.","https://www.nytimes.com/2024/11/25/us/politics/witkoff-trump-middle-east-envoy.html","Steve Witkoff’s involvement with two sovereign wealth funds as he bought and then sold Manhattan’s Park Lane Hotel demonstrates the potential conflicts his new role will present.","Steven Witkoff, the billionaire New York real estate executive whom President-elect Donald J. Trump has named as his special envoy to the Middle East, was in a jam.","A","13","The New York Times","2024-11-25T15:58:37+0000","article","Washington","U.S.","Politics","News","nyt://article/c4a154eb-0db4-588b-a84a-4d2b57357287",1892,"nyt://article/c4a154eb-0db4-588b-a84a-4d2b57357287","Trump’s Middle East Envoy Has Prior Ties to Oil-Rich Nations There",NA,NA,"Mideast Wealth Funds Rescued Trump’s Pick As Envoy to the Region",NA,NA,NA,"By Eric Lipton",NA
